"id","fqdn/ip","port","severity","finding","cve","cwe"
"service","domifa.fabrique.social.gouv.fr/57.128.91.43","443","INFO","HTTP","",""
"pre_128cipher","domifa.fabrique.social.gouv.fr/57.128.91.43","443","INFO","No 128 cipher limit bug","",""
"SSLv2","domifa.fabrique.social.gouv.fr/57.128.91.43","443","OK","not offered","",""
"SSLv3","domifa.fabrique.social.gouv.fr/57.128.91.43","443","OK","not offered","",""
"TLS1","domifa.fabrique.social.gouv.fr/57.128.91.43","443","INFO","not offered","",""
"TLS1_1","domifa.fabrique.social.gouv.fr/57.128.91.43","443","INFO","not offered","",""
"TLS1_2","domifa.fabrique.social.gouv.fr/57.128.91.43","443","OK","offered","",""
"TLS1_3","domifa.fabrique.social.gouv.fr/57.128.91.43","443","OK","offered with final","",""
"ALPN_HTTP2","domifa.fabrique.social.gouv.fr/57.128.91.43","443","OK","h2","",""
"ALPN","domifa.fabrique.social.gouv.fr/57.128.91.43","443","INFO","http/1.1","",""
"cipherlist_NULL","domifa.fabrique.social.gouv.fr/57.128.91.43","443","OK","not offered","","CWE-327"
"cipherlist_aNULL","domifa.fabrique.social.gouv.fr/57.128.91.43","443","OK","not offered","","CWE-327"
"cipherlist_EXPORT","domifa.fabrique.social.gouv.fr/57.128.91.43","443","OK","not offered","","CWE-327"
"cipherlist_LOW","domifa.fabrique.social.gouv.fr/57.128.91.43","443","OK","not offered","","CWE-327"
"cipherlist_3DES_IDEA","domifa.fabrique.social.gouv.fr/57.128.91.43","443","INFO","not offered","","CWE-310"
"cipherlist_OBSOLETED","domifa.fabrique.social.gouv.fr/57.128.91.43","443","INFO","not offered","","CWE-310"
"cipherlist_STRONG_NOFS","domifa.fabrique.social.gouv.fr/57.128.91.43","443","INFO","not offered","",""
"cipherlist_STRONG_FS","domifa.fabrique.social.gouv.fr/57.128.91.43","443","OK","offered","",""
"cipher_order-tls1_2","domifa.fabrique.social.gouv.fr/57.128.91.43","443","OK","server","",""
"cipherorder_TLSv1_2","domifa.fabrique.social.gouv.fr/57.128.91.43","443","INFO","ECDHE-RSA-AES128-GCM-SHA256","",""
"cipher_order","domifa.fabrique.social.gouv.fr/57.128.91.43","443","OK","server","",""
"FS","domifa.fabrique.social.gouv.fr/57.128.91.43","443","OK","offered","",""
"FS_ciphers","domifa.fabrique.social.gouv.fr/57.128.91.43","443","INFO","ECDHE-RSA-AES128-GCM-SHA256 ECDHE-RSA-AES256-GCM-SHA384","",""
"FS_ECDHE_curves","domifa.fabrique.social.gouv.fr/57.128.91.43","443","OK","prime256v1 secp384r1 secp521r1","",""
"TLS_extensions","domifa.fabrique.social.gouv.fr/57.128.91.43","443","INFO","'renegotiation info/#65281' 'server name/#0' 'EC point formats/#11' 'supported versions/#43' 'key share/#51' 'supported_groups/#10' 'max fragment length/#1' 'application layer protocol negotiation/#16' 'extended master secret/#23'","",""
"TLS_session_ticket","domifa.fabrique.social.gouv.fr/57.128.91.43","443","INFO","no -- no lifetime advertised","",""
"SSL_sessionID_support","domifa.fabrique.social.gouv.fr/57.128.91.43","443","INFO","yes","",""
"sessionresumption_ticket","domifa.fabrique.social.gouv.fr/57.128.91.43","443","INFO","not supported","",""
"sessionresumption_ID","domifa.fabrique.social.gouv.fr/57.128.91.43","443","INFO","supported","",""
